sentence_index	sentence
3948	Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .
3949	A French film with a more down-home flavor .
3950	Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .
3951	While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those -LRB- like me -RRB- who are n't .
3952	There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .
3953	Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .
3954	As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .
3955	Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .
3956	Dong shows how intolerance has the power to deform families , then tear them apart .
3957	The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .
3958	The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .
3959	It trusts the story it sets out to tell .
3960	I could n't recommend this film more .
3961	As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .
3962	An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .
3963	Succeeds as a well-made evocation of a subculture .
3964	... an interesting slice of history .
3965	Me no lika da accents so good , but I thoroughly enjoyed the love story .
3966	Scott Baio is turning in some delightful work on indie projects .
3967	It 's an experience in understanding a unique culture that is presented with universal appeal .
3968	What 's surprising is how well it holds up in an era in which computer-generated images are the norm .
3969	Brings together some of the biggest names in Japanese anime , with impressive results .
3970	Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars
3971	A flick about our infantilized culture that is n't entirely infantile .
3972	An exceptionally acted , quietly affecting cop drama .
3973	Sensual , funny and , in the end , very touching .
3974	Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .
3975	Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?
3976	-LRB- A -RRB- smarter and much funnier version of the old Police Academy flicks .
3977	Proof once again that if the filmmakers just follow the books , they ca n't go wrong .
3978	Better effects , better acting and a hilarious Kenneth Branagh .
3979	An excellent sequel .
3980	Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .
3981	Just how these families interact may surprise you .
3982	Proves that some movie formulas do n't need messing with -- like the big-bug movie .
3983	A surprisingly funny movie .
3984	This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .
3985	Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .
3986	If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .
3987	... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .
3988	-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .
3989	Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .
3990	A piquant meditation on the things that prevent people from reaching happiness .
3991	A timely look back at civil disobedience , anti-war movements and the power of strong voices .
3992	Rifkin 's references are ... impeccable throughout .
3993	I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .
3994	More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .
3995	The movie is ingenious fun .
3996	See it .
3997	The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .
